"user_id","alcohol_id","predicted_value"
"1","1","3.7965122385869168"
"1","2","5"
"1","3","2.5685455768701195"
"1","4","2.969985986187749"
"1","5","2.075231492366193"
"1","6","2.3726320094964652"
"1","7","3.031276904774432"
"1","8","1.8063391170829632"
"1","9","1.8170514188967224"
"1","10","3.4446858384737955"
"1","11","2.0137900167971052"
"1","12","1.9766022389131188"
"1","13","4.1854353151583075"
"1","14","4.23790450119356"
"1","15","2.7983683149973624"
"1","16","1.6309724567730148"
"1","17","3.809268422849453"
"1","18","3.606072348889506"
"1","19","4.815150105554291"
"1","20","3.0265092730261887"
"1","21","3.331162909484074"
"1","22","4.810312989832857"
"1","23","4.009158777811559"
"1","24","2.4146757727809476"
"1","25","2.795944064126794"
"1","26","3.1872666614194483"
"1","27","3.8151501055542907"
"1","28","3.433031842674848"
"1","29","2.5453944872995216"
"1","30","1.3562229307636875"
"1","31","3.000507871413648"
"1","32","3.1806693524213894"
"1","33","1.7361479536339777"
"1","34","3.8064941971915034"
"1","35","2.8107522885147724"
"1","36","3.373089290350856"
"1","37","2.085284301650961"
"1","38","2.5453909055255672"
"1","39","2.2010885215306577"
"1","40","2.8127297568065965"
"1","41","3.4348629080971516"
"1","42","2.9899044582821963"
"1","43","2.3679754163191515"
"1","44","2.5964100485578774"
"1","45","2.3750523582441594"
"1","46","2.634124312324908"
"1","47","2.4333593182462665"
"1","48","4.19156510239238"
"1","49","2.397985482012"
"1","50","3.594851594476734"
"2","1","1.9885022776747086"
"2","2","3.4405964340499158"
"2","3","1.6972288685135526"
"2","4","2.8304935785621774"
"2","5","2.7266000979518146"
"2","6","2.7714352607789365"
"2","7","2.76078089865565"
"2","8","2.2319327913176084"
"2","9","2.793379483826115"
"2","10","2.813721018858951"
"2","11","3.003075043045375"
"2","12","3.215073774214836"
"2","13","2.967015176226869"
"2","14","2.4593444720313786"
"2","15","2.409769349592229"
"2","16","3.272459822451067"
"2","17","5"
"2","18","2.0400916060231293"
"2","19","2.9868603463327723"
"2","20","4.821655519963662"
"2","21","3.0081757963081506"
"2","22","3.016472878162791"
"2","23","2.3896246202511797"
"2","24","2.2129319322919114"
"2","25","4.621524734855367"
"2","26","3.6227761160071803"
"2","27","3.1869647154667766"
"2","28","2.52611354120245"
"2","29","2.5480117064819336"
"2","30","1.4412016917644377"
"2","31","4.400329414860121"
"2","32","2.3837601187277593"
"2","33","2.619025443481558"
"2","34","2.8322806284044706"
"2","35","3.7619604585904263"
"2","36","3.869428355992595"
"2","37","2.732929182917862"
"2","38","2.5288285106065156"
"2","39","4.1943050207108"
"2","40","1.821655519963662"
"2","41","4.202603027588957"
"2","42","2.5956211122620774"
"2","43","1.5441375871907288"
"2","44","3.1947224558614558"
"2","45","2.8641926935744166"
"2","46","3.1911979115695224"
"2","47","3.2760342934838644"
"2","48","1.722850813500345"
"2","49","3.205169324570906"
"2","50","3.174595195584869"
"3","1","2.510656817248433"
"3","2","2.2122877853311165"
"3","3","1.9758522450677596"
"3","4","4.2677456699849525"
"3","5","1.7918445761609452"
"3","6","3.234369221643859"
"3","7","1.9243804661933628"
"3","8","2.447493516020003"
"3","9","4.617863093793293"
"3","10","2.371450450886538"
"3","11","2.125309324766489"
"3","12","2.00445176661351"
"3","13","4.808397426896922"
"3","14","2.8233339364633507"
"3","15","3.4481526050858853"
"3","16","3.801197366581993"
"3","17","3.182801556515131"
"3","18","3.096767907475528"
"3","19","3.1246181468307537"
"3","20","3.239165534407659"
"3","21","2.73074345406263"
"3","22","3.7683731964690934"
"3","23","3.151738919999244"
"3","24","2.5034818272005976"
"3","25","4.443361154527943"
"3","26","2.553210291652571"
"3","27","4.462850257529169"
"3","28","2.4880922318382597"
"3","29","1.6165697749714283"
"3","30","2.841346198417109"
"3","31","4.2287216967753904"
"3","32","2.97994627967694"
"3","33","2.8122510237838374"
"3","34","3.6131532560839563"
"3","35","2.6040198317666303"
"3","36","3.9916724554407854"
"3","37","1.9327214238315833"
"3","38","1.629405524566449"
"3","39","1.7726642709001825"
"3","40","3.6712759441971503"
"3","41","3.2745289449856476"
"3","42","2.781109500112438"
"3","43","3.246230928874026"
"3","44","3.778663418139849"
"3","45","3.6022212789644583"
"3","46","2.6947281047466873"
"3","47","1.977994781352605"
"3","48","1.8057171316170288"
"3","49","4.216034278757569"
"3","50","2.8025357477400443"
"4","1","2.8553575795485813"
"4","2","2.189558507083212"
"4","3","1.8227396378530616"
"4","4","4.368893148434826"
"4","5","2.441829781451907"
"4","6","2.198232588449815"
"4","7","3.226067166991611"
"4","8","2.361580594663867"
"4","9","3.348897679449768"
"4","10","2.9764937327463827"
"4","11","2.7759817932959243"
"4","12","2.444732573046451"
"4","13","3.3500862507975917"
"4","14","3.9554787881814057"
"4","15","2.2515680664981153"
"4","16","3.43030034809143"
"4","17","2.5995111573008285"
"4","18","1.9958433611566861"
"4","19","3.7589615934137015"
"4","20","2.536551760130097"
"4","21","3.049569366979191"
"4","22","2.4126268760314593"
"4","23","2.198232588449815"
"4","24","3.8279178813706176"
"4","25","3.1871418359998005"
"4","26","3.243708388915464"
"4","27","1.8389411904666557"
"4","28","3.587630678698972"
"4","29","2.8229518351097678"
"4","30","2.6037895130504656"
"4","31","2.994555864102234"
"4","32","1.1785507569001457"
"4","33","1.5987214311489861"
"4","34","2.604047067780898"
"4","35","2.339558419094078"
"4","36","3.1468989799308438"
"4","37","3.571171571354946"
"4","38","2.441829781451907"
"4","39","1.6152156550812165"
"4","40","4.18039539631601"
"4","41","3.370020609651605"
"4","42","1.5527280053950643"
"4","43","4.645210485627157"
"4","44","3.525482548115464"
"4","45","3.0346431511623924"
"4","46","1.595326408365274"
"4","47","2.25763058881128"
"4","48","2.19154541460918"
"4","49","3.36461703461507"
"4","50","4.02754985979404"
"5","1","2.8683246579933828"
"5","2","3.756560815491228"
"5","3","2.4889639354601463"
"5","4","2.932760154596915"
"5","5","3.0254961063746557"
"5","6","1.9646272424093263"
"5","7","2.863262358083948"
"5","8","1.585886030876172"
"5","9","4.172110399506726"
"5","10","4.241320161391705"
"5","11","2.9677206234404627"
"5","12","1.3783413518225154"
"5","13","2.71638355054473"
"5","14","3.6800623583804675"
"5","15","2.7989546175634294"
"5","16","4.239334309268564"
"5","17","2.713251511671246"
"5","18","3.224322387751551"
"5","19","1.1995842907068501"
"5","20","4.204193313227241"
"5","21","3.4002795882637225"
"5","22","2.806784876793782"
"5","23","2.6042303781667333"
"5","24","2.0272978797813472"
"5","25","4.427268815497222"
"5","26","2.656224590442571"
"5","27","2.6916454768674978"
"5","28","3.1474399557224526"
"5","29","2.989107523532948"
"5","30","4.297111984037562"
"5","31","3.574065561107468"
"5","32","1.9625208727376373"
"5","33","1.989621762881154"
"5","34","3.8158260894423224"
"5","35","2.8079469152729817"
"5","36","2.7477873621412425"
"5","37","2.180187093802673"
"5","38","4.01916434391421"
"5","39","2.7677886131761293"
"5","40","3.980633862138536"
"5","41","4.563050864531113"
"5","42","3.3772492468932698"
"5","43","3.2300212727436164"
"5","44","2.7345222252571446"
"5","45","3.2042735895596772"
"5","46","3.815658631002717"
"5","47","3.7935922970747353"
"5","48","3.8333831673845573"
"5","49","2.423756555749841"
"5","50","4.654626106268892"
"6","1","1.3647798540543685"
"6","2","1.9931222495953014"
"6","3","2.729560151700519"
"6","4","3.735681632037257"
"6","5","2.3784813219225627"
"6","6","2.572824491869273"
"6","7","3.0450730709948557"
"6","8","2.467030117266974"
"6","9","3.1319633035638206"
"6","10","1"
"6","11","4.358984318389748"
"6","12","2.1595150119822337"
"6","13","4.654636304402302"
"6","14","2.8989541011283784"
"6","15","3.1483865463971608"
"6","16","4.57526490687362"
"6","17","3.9604678105302504"
"6","18","2.5925018310260213"
"6","19","1.3794923294424806"
"6","20","4.039109130484994"
"6","21","3.214483212828448"
"6","22","4.456232861524608"
"6","23","1.577694738573924"
"6","24","2.3601178988237845"
"6","25","1.601974817117304"
"6","26","1.712262533794723"
"6","27","3.7338455924187572"
"6","28","2.0071724390028844"
"6","29","2.5032131588252926"
"6","30","3.50518095767285"
"6","31","3.8031231895641078"
"6","32","3.4681822969288882"
"6","33","3.460613160960348"
"6","34","3.777977194378106"
"6","35","3.2076779276161242"
"6","36","3.789215488963965"
"6","37","3.6191141651453522"
"6","38","2.755312254947048"
"6","39","3.5789185444895244"
"6","40","1.5706918078232366"
"6","41","3.654689193628313"
"6","42","2.3791251756519194"
"6","43","3.890947962448782"
"6","44","3.1106343640113727"
"6","45","2.7542459043513605"
"6","46","2.9621047225384345"
"6","47","2.38552803478232"
"6","48","2.3967537877686023"
"6","49","3.220231888095725"
"6","50","2.6499326213337437"
"7","1","2.500938127635589"
"7","2","2.0085251896677345"
"7","3","3.7811221153531536"
"7","4","1.7908727888164455"
"7","5","3.078196228948868"
"7","6","3.4095537995356757"
"7","7","3.529868377301971"
"7","8","3.78565844221021"
"7","9","4.8219284582064015"
"7","10","1"
"7","11","3.623016547781738"
"7","12","2.3198360850145927"
"7","13","3.959812821969351"
"7","14","2.802544220108369"
"7","15","2.9162338824389513"
"7","16","3.4809185697022555"
"7","17","1.8506600369509139"
"7","18","2.373102481210223"
"7","19","3.208775513279791"
"7","20","2.851887127590235"
"7","21","2.649656721510326"
"7","22","2.214664259298851"
"7","23","2.9162338824389513"
"7","24","3.8201411608264744"
"7","25","3.5514271549910044"
"7","26","1.259010021348495"
"7","27","3.5685000070288795"
"7","28","2.364909894944323"
"7","29","1.923320296852027"
"7","30","4.814681242138566"
"7","31","3.950801027947889"
"7","32","4.457260184951468"
"7","33","3.804787758254116"
"7","34","3.520562211844061"
"7","35","3.0070411622437563"
"7","36","1.8079231681519137"
"7","37","2.648917263490613"
"7","38","2.808221714043621"
"7","39","3.1723288425991427"
"7","40","2.9512541237041616"
"7","41","2.9602886500341477"
"7","42","2.7240921691101003"
"7","43","4.09538783652512"
"7","44","3.3838210331244634"
"7","45","3.949841177302316"
"7","46","2.7992178696419345"
"7","47","3.360751240102176"
"7","48","2.774071573933373"
"7","49","3.3995360232316227"
"7","50","2.857122140204025"
"8","1","2.535231013781752"
"8","2","2.8941180972458187"
"8","3","4.1485995594942935"
"8","4","2.6951350639801204"
"8","5","1.5842960232635155"
"8","6","2.8875339960141613"
"8","7","2.2853144881511462"
"8","8","2.8526608027366005"
"8","9","2.714685511848854"
"8","10","2.6237332283709613"
"8","11","3.2193655080017316"
"8","12","1.6106282627518413"
"8","13","3.0997543708851856"
"8","14","2.7429933736643664"
"8","15","3.65366051791578"
"8","16","3.140353427730099"
"8","17","4.803858696107765"
"8","18","2.1300469350043394"
"8","19","1.889946781051385"
"8","20","3.4512256461128805"
"8","21","1.1728900932275097"
"8","22","4.3120781825519"
"8","23","1.549309819190835"
"8","24","3.8201128224966023"
"8","25","3.2961191275515125"
"8","26","4.831500918097483"
"8","27","3.063147592817646"
"8","28","2.8526608027366005"
"8","29","3.318077850808679"
"8","30","3.2157448569416953"
"8","31","4.399288895411557"
"8","32","3.8570077686624433"
"8","33","2.754859424636413"
"8","34","2.5716708366141026"
"8","35","2.063034304753553"
"8","36","3.464506083365319"
"8","37","2.1248635151049657"
"8","38","3.299520072073183"
"8","39","3.281186599737959"
"8","40","3.8909264602549434"
"8","41","3.7719843854868564"
"8","42","4.040106720868989"
"8","43","2.7784627952063987"
"8","44","2.795361929098598"
"8","45","3.133488995792599"
"8","46","3.856788691149788"
"8","47","3.959628922369923"
"8","48","2.6812488248271165"
"8","49","4.236490468852176"
"8","50","2.6359930899593946"
"9","1","2.548596016360773"
"9","2","2.1963123130402162"
"9","3","2.956780970468621"
"9","4","1.9651379813375256"
"9","5","3.0591917630116394"
"9","6","4.053436588383172"
"9","7","2.565920014154672"
"9","8","2.133779276220052"
"9","9","3.275756942201436"
"9","10","2.230525945304285"
"9","11","2.810444128661443"
"9","12","3.645588436826434"
"9","13","2.4465085926644345"
"9","14","3.505761602307231"
"9","15","3.0517729872191737"
"9","16","2.961671727638153"
"9","17","3.9485712496876784"
"9","18","2.0"
"9","19","2.8251248508540887"
"9","20","3.7906987237331715"
"9","21","1.2082306457241188"
"9","22","4.6513203322508865"
"9","23","2.4941152650997385"
"9","24","2.043468010162925"
"9","25","2.212952283846583"
"9","26","3.8080215844838086"
"9","27","4.612043453986259"
"9","28","3.065139852763008"
"9","29","3.3518877568231096"
"9","30","1.824352958562208"
"9","31","2.8300112838719373"
"9","32","3.030152854209686"
"9","33","3.1264122100181813"
"9","34","4.023004282446586"
"9","35","2.321468979534164"
"9","36","2.5259132199225327"
"9","37","2.3809645337846104"
"9","38","3.110971241538981"
"9","39","3.803436716278224"
"9","40","4.434050084062525"
"9","41","3.5105251280607224"
"9","42","3.2460756789827028"
"9","43","2.665480042369432"
"9","44","3.2754212049877642"
"9","45","3.595273473215594"
"9","46","2.488882828278139"
"9","47","3.435204496509928"
"9","48","3.478423526041307"
"9","49","3.584861473951875"
"9","50","1.9369127197968774"
"10","1","2.207052400032221"
"10","2","2.2067457635437515"
"10","3","1"
"10","4","2.4596935527539565"
"10","5","3.6226329898414606"
"10","6","2.6142917927082756"
"10","7","1.5917232957469678"
"10","8","1.2065613124089274"
"10","9","2.960866510883892"
"10","10","3.4251483328963017"
"10","11","3.779058821356665"
"10","12","2.7226943275540743"
"10","13","2.197154342657724"
"10","14","3.735603386395126"
"10","15","3.419277631036966"
"10","16","4.386250071692321"
"10","17","2.583898928778278"
"10","18","2.808434054168423"
"10","19","2.2167063058215475"
"10","20","3.6168373918198022"
"10","21","2.84134219568248"
"10","22","1.3808667061658813"
"10","23","2.1588071319547097"
"10","24","2.99519670161744"
"10","25","4.395784043150674"
"10","26","4.638149820176585"
"10","27","4.034899277748055"
"10","28","1.976602792142742"
"10","29","2.9611731473723615"
"10","30","4.2065037662683356"
"10","31","3.171846485795697"
"10","32","2.1941864897852366"
"10","33","1.8070561909113638"
"10","34","4.802515343054841"
"10","35","2.601140271773255"
"10","36","2.6278225597883895"
"10","37","2.601715077434069"
"10","38","2.5399523893556433"
"10","39","2.5446204628150877"
"10","40","1.8763802846555768"
"10","41","4.389387472634539"
"10","42","2.183809928092965"
"10","43","3.2065037662683356"
"10","44","2.944796082821492"
"10","45","2.2272298138597524"
"10","46","2.588653621558814"
"10","47","3.187479929116181"
"10","48","3.6335328512212755"
"10","49","4.568411492232341"
"10","50","3.293669473346175"
"11","1","2.993746044148783"
"11","2","3.363525813032202"
"11","3","1.610740023652196"
"11","4","2.6305927165291547"
"11","5","3.005665706704003"
"11","6","1.9948027444403948"
"11","7","2.7774716928010155"
"11","8","3.040864529177006"
"11","9","2.7309050744543653"
"11","10","2.430991900337082"
"11","11","2.6664222272146496"
"11","12","2.3946273298533765"
"11","13","4.042960664581729"
"11","14","4.0"
"11","15","3.248420566089677"
"11","16","3.062641484342727"
"11","17","2.6198385228009085"
"11","18","3.5810842563953593"
"11","19","2.9684585692499583"
"11","20","3.7696371632021592"
"11","21","3.31994514337653"
"11","22","4.216746916318105"
"11","23","3.0471582294170947"
"11","24","3.5497985476067595"
"11","25","3.4503645332542874"
"11","26","2.397963002425736"
"11","27","3.7390912776328564"
"11","28","2.31569424082083"
"11","29","2.3133664075659337"
"11","30","1.4015817799068875"
"11","31","3.1934680736079084"
"11","32","2.5982148110911285"
"11","33","3.249061117934204"
"11","34","2.704113305931358"
"11","35","2.6124781452759516"
"11","36","4.8000447942885005"
"11","37","1"
"11","38","1.9664588691455378"
"11","39","2.9569560371410604"
"11","40","3.865702997823032"
"11","41","3.552504033996896"
"11","42","3.780974310301119"
"11","43","3.8021837617207175"
"11","44","3.65441488994075"
"11","45","2.379208916879286"
"11","46","3.046406348882151"
"11","47","2.626849349749789"
"11","48","3.1713544501923407"
"11","49","3.7886244658027537"
